PROJECT NUMBER,BUILDING ID,PROJECT DESCRIPTION,SCHOOL NAME,SCHOOL ADDRESS,SED APPROVED ESTIMATE,DATE APPLICATION SUBMITTED TO SED,BOROUGH,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT (2020),BIN,BBL,NTA (2020)
1EMX,R034,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,I.S. 34 - STATEN ISLAND,528 ACADEMY AVENUE,179844,03/07/2023,STATEN IS,10307,40.508284,-74.243428,503,51,24401,5088090,5078940001,SI0305
1EMY,K149,SCIENCE LAB UPGRADE,P.S. 149 - BROOKLYN,700 SUTTER AVENUE,192917,03/07/2023,BROOKLYN,11207,40.669719,-73.892822,305,42,1158,3084348,3037740016,BK0502
1EMZ,K328,SCIENCE LAB UPGRADE,P.S. 328 - BROOKLYN,330 ALABAMA AVENUE,112316,03/07/2023,BROOKLYN,11207,40.668167,-73.897835,305,42,1134,3084283,3037680001,BK0502
1EN0,K302,SCIENCE LAB UPGRADE,VISTA ACADEMY - BROOKLYN,350 LINWOOD STREET,345000,03/07/2023,BROOKLYN,11208,40.677104,-73.883433,305,37,1170,3088357,3039690001,BK0501
1EN1,K400,SCIENCE LAB UPGRADE,LEADERS HIGH SCHOOL - K,2630 BENSON AVENUE,89974,03/07/2023,BROOKLYN,11214,40.594291,-73.98577,313,47,306,3186454,3068830001,BK1301
1EN2,M060,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,EAST SIDE COMMUNITY SCHOOL,420 EAST 12 STREET,39445,03/07/2023,MANHATTAN,10009,40.729589,-73.982555,103,2,34,1005974,1004390017,MN0303
1EN3,M124,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 124 - MANHATTAN,40 DIVISION STREET,159860,03/07/2023,MANHATTAN,10002,40.714182,-73.995451,103,1,16,1075787,1002890001,MN0301
1EN4,X151,LIBRARY RECONSTRUCTION AND UPGRADE,P.S. 31 - BRONX,250 EAST 156 STREET,198368,03/07/2023,BRONX,10451,40.823033,-73.921238,204,16,61,2002458,2024430190,BX0401
1EN5,K650,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,WILLIAMSBURG HS FOR ARCH & DES,257 N 6 STREET,39402,03/07/2023,BROOKLYN,11211,40.715073,-73.954754,301,34,519,3062135,3023300011,BK0102
1EN6,K293,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,THE BOERUM HILL SCHOOL FOR INT,284 BALTIC STREET,50750,03/07/2023,BROOKLYN,11201,40.685419,-73.993351,306,39,6902,3006401,3004020001,BK0601
1EN7,K221,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,P.S. 221 - BROOKLYN,791 EMPIRE BOULEVARD,39836,03/07/2023,BROOKLYN,11213,40.663701,-73.936049,309,41,355,3038372,3014230014,BK0901
1EN8,K667,SCIENCE LAB UPGRADE,P.S. 938 - BROOKLYN,76 DINSMORE PLACE,184690,03/07/2023,BROOKLYN,11208,40.681282,-73.876405,305,37,1178,3424693,3041420032,BK0501
1EN9,K094,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 94 - BROOKLYN,5010 6TH AVENUE,239037,03/07/2023,BROOKLYN,11220,40.64366,-74.008252,307,38,98,3332126,3007920026,BK0703
1ENA,K010,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,P.S. 10 - BROOKLYN,511 7TH AVENUE,79978,03/07/2023,BROOKLYN,11215,40.661061,-73.986534,307,39,14902,3016509,3008690001,BK0701
1ENB,K564,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,SUNSET PARK HS - BROOKLYN,153 35TH STREET,101028,03/07/2023,BROOKLYN,11232,40.65571,-74.005197,307,38,84,3394175,3006880050,BK0702
1ENC,K027,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,RED HOOK NEIGHBORHOOD SCHOOL,27 HUNTINGTON STREET,900000,03/07/2023,BROOKLYN,11231,40.677564,-74.005166,306,38,59,3008342,3005250001,BK0601
1END,K094,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 94 - BROOKLYN,5010 6TH AVENUE,716641,03/07/2023,BROOKLYN,11220,40.64366,-74.008252,307,38,98,3332126,3007920026,BK0703
1ENE,K010,CAFETARIA/MULTI PURPOSE,P.S. 10 - BROOKLYN,511 7TH AVENUE,99957,03/07/2023,BROOKLYN,11215,40.661061,-73.986534,307,39,14902,3016509,3008690001,BK0701
1ENF,K024,CAFETARIA/MULTI PURPOSE,P.S. 24 - BROOKLYN,427 38TH STREET,254138,03/07/2023,BROOKLYN,11232,40.652701,-74.004743,307,38,84,3346119,3007010001,BK0702
1ENG,K130,SCIENCE LAB UPGRADE,P.S. 130 - BROOKLYN,70 OCEAN PARKWAY,140992,03/07/2023,BROOKLYN,11218,40.648884,-73.975607,307,39,50001,3124019,3053190001,BK0701
1ENH,K263,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S./I.S. 323 - BROOKLYN,210 CHESTER STREET,311677,03/07/2023,BROOKLYN,11212,40.666545,-73.910904,316,41,924,3081442,3035420001,BK1602
1ENI,K152,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 315 - BROOKLYN,725 EAST 23 STREET,27182,03/07/2023,BROOKLYN,11210,40.632562,-73.954724,314,45,772,3205780,3075510026,BK1401
1ENJ,K193,CAFETARIA/MULTI PURPOSE,P.S. 193 - BROOKLYN,2515 AVENUE L,629011,03/07/2023,BROOKLYN,11210,40.621507,-73.950473,314,45,754,3208461,3076250001,BK1403
1ENK,K244,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 244 - BROOKLYN,5404 TILDEN AVENUE,115172,03/07/2023,BROOKLYN,11203,40.648423,-73.925948,317,45,946,3104513,3047390001,BK1703
1ENL,K234,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 234 - BROOKLYN,1875 EAST 17 STREET,135940,03/07/2023,BROOKLYN,11229,40.60422,-73.955485,315,48,558,3184057,3068210244,BK1502
1ENM,K234,CAFETARIA/MULTI PURPOSE,I.S. 234 - BROOKLYN,1875 EAST 17 STREET,473131,03/07/2023,BROOKLYN,11229,40.60422,-73.955485,315,48,558,3184057,3068210244,BK1502
1ENN,K049,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,THE WILLIAMSBURG HIGH SCHOOL O,223 GRAHAM AVENUE,45261,03/07/2023,BROOKLYN,11206,40.709941,-73.943641,301,34,505,3070825,3030250001,BK0104
1ENO,K050,GYMNASIUM UPGRADE,J.H.S. 50 - BROOKLYN,183 SOUTH 3 STREET,81660,03/07/2023,BROOKLYN,11211,40.711704,-73.960275,301,34,523,3063128,3024190001,BK0102
1ENP,K196,AIR CONDITIONING SPLIT SYSTEM,P.S. 196 - BROOKLYN,207 BUSHWICK AVENUE,187435,03/07/2023,BROOKLYN,11206,40.708723,-73.940002,301,34,485,3071024,3030460001,BK0104
1ENQ,K049,AIR CONDITIONING SPLIT SYSTEM,LYONS COMMUNITY SCHOOL - K,223 GRAHAM AVENUE,352994,03/07/2023,BROOKLYN,11206,40.709941,-73.943641,301,34,505,3070825,3030250001,BK0104
1ENR,K281,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,I.S. 281 - BROOKLYN,8787 24 AVENUE,85959,03/07/2023,BROOKLYN,11214,40.595341,-73.993457,311,47,304,3186626,3068910001,BK1103
1ENT,K216,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 216 - BROOKLYN,350 AVENUE X,72904,03/07/2023,BROOKLYN,11223,40.590564,-73.969964,315,47,37401,3195175,3071960001,BK1301
1ENU,K288,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 288 - BROOKLYN,2950 WEST 25 STREET,113947,03/07/2023,BROOKLYN,11224,40.574411,-73.99194,313,47,342,3189538,3070540045,BK1302
1ENV,K288,SCIENCE LAB UPGRADE,P.S. 288 - BROOKLYN,2950 WEST 25 STREET,150850,03/07/2023,BROOKLYN,11224,40.574411,-73.99194,313,47,342,3189538,3070540045,BK1302
1ENW,M033,CAFETARIA/MULTI PURPOSE,P.S. 33 - MANHATTAN,281 9TH AVENUE,92097,03/07/2023,MANHATTAN,10001,40.748977,-73.999531,104,3,97,1012829,1007240023,MN0401
1ENX,M267,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 267 - MANHATTAN,213 EAST 63 STREET,78761,03/07/2023,MANHATTAN,10065,40.763842,-73.964222,108,5,110,1087680,1014180007,MN0801
1ENY,M488,SCIENCE LAB UPGRADE,ART & DESIGN VOC HS - MANHATTA,231-249 EAST 56 STREET,175000,03/07/2023,MANHATTAN,10022,40.759249,-73.967221,106,4,10803,1088892,1013300013,MN0604
1ENZ,M145,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 145 - MANHATTAN,150 WEST 105 STREET,500000,03/07/2023,MANHATTAN,10025,40.799376,-73.965308,107,7,189,1083561,1018590001,MN0703
1EO0,M153,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 368 - MANHATTAN,1750 AMSTERDAM AVENUE,76508,03/07/2023,MANHATTAN,10031,40.826295,-73.946845,109,7,233,1081834,1020780019,MN0903
1EO1,M099,SCIENCE LAB UPGRADE,RENNAISSANCE CHARTER HS - MANH,410 EAST 100 STREET,108683,03/07/2023,MANHATTAN,10029,40.785671,-73.942548,111,8,162,1052998,1016930001,MN1101
1EO2,M132,SIRA,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,18705,03/07/2023,MANHATTAN,10033,40.850626,-73.934377,112,10,271,1063947,1021650026,MN1202
1EO3,Q141,SCIENCE LAB UPGRADE,I.S. 141 - QUEENS,37-11 21 AVENUE,172359,03/07/2023,QUEENS,11105,40.775589,-73.90509,401,22,12301,4016102,4008100001,QN0101
1EO4,Q435,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,BUSINESS TECHNOLOGY EARLY COLL,230-17 HILLSIDE AVENUE,88640,03/07/2023,QUEENS,11427,40.733066,-73.738756,413,23,1301,4166101,4079300002,QN1302
1EO5,Q018,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 18 - QUEENS,86-35 235 COURT,81686,03/07/2023,QUEENS,11427,40.732112,-73.73246,413,23,1621,4166561,4079550002,QN1302
1EO6,Q131,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 131 - QUEENS,170-21 84TH AVENUE,117081,03/07/2023,QUEENS,11432,40.716609,-73.794666,408,24,456,4211112,4098750001,QN0805
1EO7,Q154,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 154 - QUEENS,75-02 162 STREET,150000,03/07/2023,QUEENS,11366,40.726769,-73.806894,408,24,1257,4148003,4068340001,QN0802
1EO8,Q173,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 173 - QUEENS,174-10 67TH AVENUE,152649,03/07/2023,QUEENS,11365,40.734572,-73.795484,408,24,1223,4149690,4069270022,QN0803
1EO9,Q125,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,I.S. 125 - QUEENS,46-02 47 AVENUE,64839,03/07/2023,QUEENS,11377,40.741131,-73.918945,402,26,23502,4052874,4022840006,QN0202
1EOA,Q226,GYMNASIUM UPGRADE,EPIC HIGH SCHOOL - SOUTH,121-10 ROCKAWAY BOULEVARD,155280,03/07/2023,QUEENS,11420,40.675771,-73.816938,410,28,840,4253607,4117140100,QN1001
1EOB,Q175,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 175 - QUEENS,64-35 102 STREET,57914,03/07/2023,QUEENS,11374,40.730941,-73.853164,406,29,721,4051200,4021280014,QN0602
1EOC,Q206,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 206 - QUEENS,61-01 97TH PLACE,173960,03/07/2023,QUEENS,11374,40.734272,-73.861556,406,24,71702,4000000,4020830123,QN0601
1EOD,Q071,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 71 - QUEENS,62-85 FOREST AVENUE,57977,03/07/2023,QUEENS,11385,40.711203,-73.905286,405,30,59501,4083519,4034920007,QN0502
1EOE,Q465,SCIENCE LAB UPGRADE,FREDERICK DOUGLASS ACADEMY VI,8-21 BAY 25 STREET,80509,03/07/2023,QUEENS,11691,40.60201,-73.762795,414,31,100804,4300730,4157360001,QN1401
1EOF,Q198,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 333 - QUEENS,3-65 BEACH 56 STREET,92181,03/07/2023,QUEENS,11692,40.593967,-73.786182,414,31,97204,4301929,4158940011,QN1402
1EOG,R045,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,P.S. 45 - STATEN ISLAND,58 LAWRENCE AVENUE,46749,03/07/2023,STATEN IS,10310,40.628558,-74.107148,501,49,121,5007417,5002760007,SI0104
1EOH,R024,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,I.S. 24 - STATEN ISLAND,225 CLEVELAND AVENUE,67916,03/07/2023,STATEN IS,10308,40.545281,-74.14632,503,51,13203,5065854,5051530108,SI0302
1EOI,X020,SCIENCE LAB UPGRADE,P.S. 20 - BRONX,3050 WEBSTER AVENUE,53786,03/07/2023,BRONX,10467,40.870002,-73.878875,207,11,425,2086851,2033300001,BX0703
1EOJ,X279,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 279 - BRONX,2100 WALTON AVENUE,100000,03/07/2023,BRONX,10453,40.854432,-73.905566,205,14,241,2103867,2031780014,BX0502
1EOK,X970,GYMNASIUM UPGRADE,I.S. 241 - BRONX,1595 BATHGATE AVENUE,620821,03/07/2023,BRONX,10457,40.839244,-73.901316,203,15,167,2009555,2029130001,BX0302
1EOL,X138,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,P.S. 138 - BRONX,2060 LAFAYETTE AVENUE,258582,03/07/2023,BRONX,10473,40.822665,-73.853366,209,18,74,2022289,2036090016,BX0903
1EOM,X160,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,THE EQUALITY CHARTER SCHOOL -,4140 HUTCHINSON RIVER PARKWAY,314566,03/07/2023,BRONX,10475,40.864687,-73.824299,210,12,30201,2072352,2051350200,BX1004
1EON,X041,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 41 - BRONX,3352 OLINVILLE AVENUE,358301,03/07/2023,BRONX,10467,40.874313,-73.868157,212,12,374,2056898,2046240015,BX1201
1EOO,M131,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,EMMA LAZARUS HIGH SCHOOL,100 HESTER STREET,40605,03/07/2023,MANHATTAN,10002,40.716553,-73.993092,103,1,16,1082489,1003010003,MN0301
1EOP,K540,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,JOHN DEWEY HS - BROOKLYN,50 AVENUE X,23859,03/07/2023,BROOKLYN,11223,40.589268,-73.981738,313,47,308,3194998,3071850020,BK1301
1EOQ,Q203,"BUILDING SYSTEM IMPROVEMENT - INSTALLATION OF WINDOW GUARDS, EMERGENCY LIGHTING, AND SECURITY DOORS",P.S. 203 - QUEENS,53-11 SPRINGFIELD BOULEVARD,150000,03/07/2023,QUEENS,11364,40.754201,-73.760636,411,23,138501,4161005,4074820317,QN1102
1EOR,Q226,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 226 - QUEENS,121-10 ROCKAWAY BOULEVARD,171252,03/07/2023,QUEENS,11420,40.675771,-73.816938,410,28,840,4253607,4117140100,QN1001
1EOT,K728,SCIENCE LAB UPGRADE,LIBERATION DIPLOMA PLUS H.S. -,2865 WEST 19 STREET,125519,03/07/2023,BROOKLYN,11224,40.577208,-73.985953,313,47,326,3329331,3070200039,BK1302
1EOU,K302,AIR CONDITIONING SPLIT SYSTEM,VISTA ACADEMY - BROOKLYN,350 LINWOOD STREET,64632,03/07/2023,BROOKLYN,11208,40.677104,-73.883433,305,37,1170,3088357,3039690001,BK0501
1EOV,K135,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 135 - BROOKLYN,684 LINDEN BOULEVARD,226752,03/07/2023,BROOKLYN,11203,40.65364,-73.933114,317,41,870,3102005,3046730001,BK1703
1EOW,K252,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,MIDDLE SCHOOL FOR ART & PHILOS,1084 LENOX ROAD,282000,03/07/2023,BROOKLYN,11212,40.658295,-73.920109,317,41,886,3101840,3046690037,BK1704
1EOX,K345,SCIENCE LAB UPGRADE,P.S. 345 - BROOKLYN,111 BERRIMAN STREET,203088,03/07/2023,BROOKLYN,11208,40.676129,-73.880337,305,37,1192,3088734,3039900001,BK0502
1EOY,M117,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 372 - MANHATTAN,240 EAST 109 STREET,221476,03/07/2023,MANHATTAN,10029,40.79307,-73.942303,111,8,170,1052433,1016560100,MN1101
1EOZ,M185,SCIENCE LAB UPGRADE,P.S. 185 - MANHATTAN,20 WEST 112 STREET,100000,03/07/2023,MANHATTAN,10026,40.798511,-73.949251,110,9,186,1051410,1015950015,MN1001
1EP0,M834,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,HS FOR ENVIRONMENTAL STUDIES -,444 WEST 56 STREET,46082,03/07/2023,MANHATTAN,10019,40.767791,-73.987531,104,6,139,1026841,1010650001,MN0402
1EP1,Q600,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,QUEENS TECH HS - Q,37-02 47 AVENUE,13843,03/07/2023,QUEENS,11101,40.742205,-73.928219,402,26,189,4003259,4002280020,QN0202
1EP2,X025,SCIENCE LAB UPGRADE,P.S. 25 - BRONX,811 EAST 149 STREET,138000,03/07/2023,BRONX,10455,40.812619,-73.906063,201,8,79,2004772,2026640001,BX0102
1EP3,X184,SCIENCE LAB UPGRADE,I.S. 296 - BRONX,778 FOREST AVENUE,125009,03/07/2023,BRONX,10456,40.819006,-73.905869,201,17,77,2004690,2026550030,BX0102
1EP4,K007,SCIENCE LAB UPGRADE,P.S. 7 - BROOKLYN,858 JAMAICA AVENUE,192533,03/07/2023,BROOKLYN,11208,40.689697,-73.873109,305,37,118201,3090998,3041060039,BK0501
1EP5,K106,SCIENCE LAB UPGRADE,P.S. 106 - BROOKLYN,1328 PUTNAM AVENUE,147431,03/07/2023,BROOKLYN,11221,40.693879,-73.913056,304,37,435,3077286,3033770001,BK0402
1EP6,K108,SCIENCE LAB UPGRADE,P.S. 108 - BROOKLYN,200 LINWOOD STREET,214936,03/07/2023,BROOKLYN,11208,40.681268,-73.884063,305,37,117202,3087131,3039260045,BK0501
1EP7,K159,SCIENCE LAB UPGRADE,P.S. 159 - BROOKLYN,2781 PITKIN AVENUE,175000,03/07/2023,BROOKLYN,11208,40.675766,-73.869469,305,42,1200,3094735,3042160001,BK0505
1EP8,K162,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 162 - BROOKLYN,1390 WILLOUGHBY AVENUE,203441,03/07/2023,BROOKLYN,11237,40.707229,-73.919805,304,34,445,3073018,3032120001,BK0401
1EP9,K174,SCIENCE LAB UPGRADE,BROOKLYN GARDENS ELEMENTARY SC,574 DUMONT AVENUE,175000,03/07/2023,BROOKLYN,11207,40.665798,-73.897723,305,42,1130,3084617,3038020015,BK0503
1EPA,K218,SCIENCE LAB UPGRADE,I.S. 218 - BROOKLYN,370 FOUNTAIN AVENUE,175000,03/07/2023,BROOKLYN,11208,40.670724,-73.874208,305,42,1118,3095977,3042780001,BK0503
1EPB,K264,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 264 - BROOKLYN,371 89TH STREET,184416,03/07/2023,BROOKLYN,11209,40.620957,-74.03015,310,47,60,3413664,3060620141,BK1001
1EPC,K278,SCIENCE LAB UPGRADE,I.S. 278 - BROOKLYN,1925 STUART STREET,175000,03/07/2023,BROOKLYN,11229,40.60665,-73.939176,315,46,666,3239889,3084960100,BK1891
1EPD,K296,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,I.S. 562 - BROOKLYN,125 COVERT STREET,1400000,03/07/2023,BROOKLYN,11207,40.688387,-73.910276,304,37,413,3079027,3034160001,BK0402
1EPE,K302,SCIENCE LAB UPGRADE,LIBERTY AVENUE MIDDLE SCHOOL,350 LINWOOD STREET,122696,03/07/2023,BROOKLYN,11208,40.677104,-73.883433,305,37,1170,3088357,3039690001,BK0501
1EPF,K303,SCIENCE LAB UPGRADE,I.S. 303 - BROOKLYN,501 WEST AVENUE,156289,03/07/2023,BROOKLYN,11224,40.5825,-73.973122,313,47,354,3196292,3072500025,BK1302
1EPG,K405,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,MIDWOOD HS - BROOKLYN,2839 BEDFORD AVENUE,100000,03/07/2023,BROOKLYN,11210,40.633237,-73.952929,314,45,772,3205788,3075530041,BK1401
1EPH,M022,SCIENCE LAB UPGRADE,NEW EXPLORATIONS - M,111 COLUMBIA STREET,50000,03/07/2023,MANHATTAN,10002,40.718895,-73.979308,103,2,2201,1004070,1003350001,MN0302
1EPI,M063,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 363 - MANHATTAN,121 EAST 3 STREET,50000,03/07/2023,MANHATTAN,10009,40.724117,-73.986381,103,2,32,1005760,1004310014,MN0303
1EPJ,M072,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 72 - MANHATTAN,131 EAST 104 STREET,178672,03/07/2023,MANHATTAN,10029,40.791179,-73.947776,111,8,166,1081340,1016320011,MN1101
1EPK,M107,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,THE HERITAGE SCHOOL - MANHATTA,1680 LEXINGTON AVENUE,34534,03/07/2023,MANHATTAN,10029,40.791881,-73.946558,111,8,172,1051991,1016330013,MN1101
1EPL,M108,SCIENCE LAB UPGRADE,P.S. 108 - MANHATTAN,1615 MADISON AVENUE,100000,03/07/2023,MANHATTAN,10029,40.795146,-73.948368,111,8,17401,1051584,1016140021,MN1101
1EPM,M166,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF PIPING AND PLUMBING SYSTEM.,P.S. 166 - MANHATTAN,132 WEST 89 STREET,43522,03/07/2023,MANHATTAN,10024,40.788865,-73.971847,107,6,173,1032308,1012190047,MN0702
1EPN,M176,SCIENCE LAB UPGRADE,P.S. 311 - MANHATTAN,4862 BROADWAY,191631,03/07/2023,MANHATTAN,10034,40.866706,-73.923948,112,10,291,1064900,1022340007,MN1203
1EPO,M271,GYMNASIUM UPGRADE,P.S./I.S. 217 - MANHATTAN,645 MAIN STREET,144026,03/07/2023,MANHATTAN,10044,40.763894,-73.947916,108,5,23802,1084848,1013730001,MN0801
1EPP,M118,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,I.S. 258 - MANHATTAN,154 WEST 93 STREET,100000,03/07/2023,MANHATTAN,10025,40.791709,-73.970802,107,7,177,1032522,1012230005,MN0702
1EPQ,M877,SCIENCE LAB UPGRADE,NEW YORK HARBOR SCHOOL - MANHA,"10 SOUTH STREET, SLIP 7",130897,03/07/2023,MANHATTAN,10004,40.701429,-74.011552,101,1,9,1000003,1000020002,MN0101
1EPR,Q087,SCIENCE LAB UPGRADE,P.S. 87 - QUEENS,67-54 80 STREET,82808,03/07/2023,QUEENS,11379,40.711815,-73.871238,405,30,621,4091737,4037820027,QN0504
1EPT,Q088,INDOOR BUILDING IMPROVEMENT - RECONSTRUCTION OF TOILETS,P.S. 88 - QUEENS,60-85 CATALPA AVENUE,212794,03/07/2023,QUEENS,11385,40.703779,-73.896374,405,30,585,4085173,4035340012,QN0502
1EPU,Q094,SCIENCE LAB UPGRADE,P.S. 94 - QUEENS,41-77 LITTLE NECK PARKWAY,100000,03/07/2023,QUEENS,11363,40.771186,-73.739252,411,19,1479,4169468,4081350029,QN1103
1EPV,Q163,GYMNASIUM UPGRADE,P.S. 163 - QUEENS,159-01 59 AVENUE,220569,03/07/2023,QUEENS,11365,40.740565,-73.809131,407,20,1215,4146042,4067260070,QN0706
1EPW,Q193,GYMNASIUM UPGRADE,P.S. 193 - QUEENS,152-20 11 AVENUE,200000,03/07/2023,QUEENS,11357,40.792483,-73.809741,407,19,987,4103056,4045380001,QN0702
1EPX,Q410,SCIENCE LAB UPGRADE,ROCKAWAY PARK HS FOR ENVIRONME,100-00 BEACH CHANNEL DRIVE,68365,03/07/2023,QUEENS,11694,40.586066,-73.822624,414,32,94201,4303773,4161670099,QN1402
1EPY,Q465,INDOOR BUILDING IMPROVEMENT - CONVERSION OF ADMINISTRATIVE SPACE INTO CLASSROOMS,ACAD. OF MEDICAL TECHNOLOGY -,8-21 BAY 25 STREET,116160,03/07/2023,QUEENS,11691,40.60201,-73.762795,414,31,100804,4300730,4157360001,QN1401
1EPZ,R051,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,I.S. 51 - STATEN ISLAND,80 WILLOWBROOK ROAD,256733,03/07/2023,STATEN IS,10302,40.623266,-74.14424,501,50,251,5107210,5014780500,SI0105
1EQ0,R445,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,PORT RICHMOND HS - R,85 ST JOSEPHS AVENUE,146661,03/07/2023,STATEN IS,10302,40.634573,-74.141818,501,49,213,5026076,5011210001,SI0106
1EQ1,X007,AUDITORIUM UPGRADE - REPLACE AND UPGRADE AUDITORIUM SOUND SYSTEM AND LIGHTING.,P.S. 7 - BRONX,3201 KINGSBRIDGE AVENUE,334334,03/07/2023,BRONX,10463,40.881066,-73.905366,208,11,287,2083564,2057560195,BX0802
