SchoolDBN,Total # Consented Students YTD,Grade 01,Grade 02,Grade 03,Grade 04,Grade 05,Grade 06,Grade 07,Grade 08,Grade 09,Grade 10,Grade 11,Grade 12,American Indian or Alaska Native,Asian or Pacific Islander,"Hispanic, of any race",Black or African American,Two or More Races,White,Missing Race/Ethnicity,IEP,LEP,Shelter,STH; Not Shelter,Total # Consents Withdrawn,Grade 01 1,Grade 02 1,Grade 03 1,Grade 04 1,Grade 05 1,Grade 06 1,Grade 07 1,Grade 08 1,Grade 09 1,Grade 10 1,Grade 11 1,Grade 12 1,American Indian or Alaska Native 1,Asian or Pacific Islander 1,"Hispanic, of any race 1",Black or African American 1,Two or More Races 1,White 1,Missing Race/Ethnicity 1,IEP 1,LEP 1,Shelter 1,STH; Not Shelter 1
10X054,189,32,34,42,43,38,,,,,,,,S,S,141,40,S,S,S,37,33,S,28,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
10X056,341,58,58,64,80,81,,,,,,,,S,73,221,26,S,17,S,91,53,T,48,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
10X059,202,35,38,41,41,47,,,,,,,,S,S,124,69,S,T,S,57,42,6,19,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
10X077,197,29,41,37,40,50,,,,,,,,S,26,136,17,S,14,S,21,67,S,36,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
10X080,186,,,,,,71,73,42,,,,,S,14,146,14,S,S,S,34,95,S,38,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
10X081,450,86,103,88,90,83,,,,,,,,S,26,235,30,19,134,S,80,23,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
10X085,336,56,57,77,80,66,,,,,,,,S,S,239,89,S,S,,68,89,21,20,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X086,836,139,118,139,161,163,116,,,,,,,S,30,722,53,S,21,S,183,268,7,163,S,S,S,S,S,S,S,,,,,,,S,S,S,S,S,S,S,S,S,S,S
10X091,243,33,57,53,48,52,,,,,,,,S,6,209,19,S,S,,58,132,20,66,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X094,334,55,53,95,71,60,,,,,,,,S,29,253,36,S,8,S,75,101,S,52,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
10X095,296,38,39,54,25,40,45,30,25,,,,,S,20,208,49,S,13,S,54,52,9,51,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
10X118,400,,,,,,107,120,173,,,,,S,80,234,61,S,18,,50,51,16,43,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
10X141,728,,,,,,143,146,131,84,85,82,57,T,52,401,65,11,192,S,129,52,6,45,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X159,97,T,T,17,18,27,,,,,,,,S,,82,T,S,S,,18,26,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X205,473,56,98,105,101,113,,,,,,,,S,T,383,54,S,23,S,106,140,22,26,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
10X206,93,,,,,,38,29,26,,,,,S,S,84,S,,S,,32,44,S,29,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
10X207,54,8,13,9,11,13,,,,,,,,S,S,43,8,S,S,,13,15,S,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X209,91,37,54,,,,,,,,,,,,S,77,14,,S,,18,32,S,17,S,S,S,,,,,,,,,,,,,S,S,,S,,S,S,S,S
10X213,158,,,,,,,,,71,46,26,15,S,7,100,44,,S,,52,20,S,9,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
10X225,152,,,,,,35,37,22,21,18,S,S,S,S,115,35,S,S,S,48,21,S,19,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X226,138,31,17,20,20,50,,,,,,,,S,S,108,27,,S,S,34,45,S,20,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,S,S,S,S,S
10X228,69,,,,,,28,26,15,,,,,S,S,52,11,,S,,11,S,,9,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,,S
10X237,178,,,,,,,,,57,52,44,25,S,S,114,54,S,S,,34,16,T,12,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
10X243,387,,,,,,74,67,67,48,68,33,30,S,T,325,51,S,S,,109,78,S,45,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
10X244,431,,,,,,139,159,133,,,,,,T,375,36,S,T,,74,144,T,92,S,,,,,,S,S,S,,,,,,,S,S,S,S,,S,S,S,S
10X246,439,86,T,T,T,T,,,,,,,,S,T,375,43,S,10,,111,182,T,60,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X254,167,,,,,,67,60,40,,,,,S,T,142,16,,S,,33,70,S,34,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
10X264,69,,,,,,,,S,28,18,11,12,S,6,38,20,S,S,S,17,8,S,7,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X268,123,,,,,,,,,45,32,33,13,S,S,114,S,,S,,S,119,6,35,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
10X279,381,46,48,54,45,55,67,27,39,,,,,S,13,296,59,S,S,S,85,89,S,84,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
10X280,328,40,44,29,47,44,42,53,29,,,,,S,33,244,34,S,13,,102,61,T,55,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
10X284,50,,,,,,,,S,24,13,S,S,S,S,34,11,S,S,S,11,8,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X291,312,40,73,67,76,56,,,,,,,,,S,290,15,,S,,53,101,T,45,S,S,S,S,S,S,,,,,,,,,,S,S,,S,,S,S,S,S
10X306,350,T,T,68,75,77,,,,,,,,,S,250,95,S,S,,63,62,T,42,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
10X307,198,T,T,T,T,T,,,,,,,,,T,169,9,S,S,,36,94,S,24,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
10X308,157,,,,,,61,42,54,,,,,S,S,123,27,S,S,,38,22,S,13,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
10X310,240,52,44,42,34,68,,,,,,,,S,S,206,24,S,S,,61,52,S,47,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X315,118,T,T,T,14,16,11,17,17,,,,,S,S,93,17,S,S,,19,16,S,T,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
10X319,87,,,,,,,,,T,29,T,18,T,,53,19,,S,,20,14,T,T,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
10X331,270,,,,,,91,82,97,,,,,S,S,199,60,,S,,86,61,T,10,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
10X340,285,54,54,63,56,58,,,,,,,,S,S,254,17,S,T,,90,90,S,61,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X342,333,,,,,,27,33,T,47,65,T,47,,,333,,,,,35,251,S,102,S,,,,,,S,S,S,S,S,S,S,,,S,,,,,S,S,S,S
10X344,133,17,28,33,28,27,,,,,,,,S,S,70,16,9,32,,28,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X351,57,,,,,,,,,12,18,13,14,S,S,37,12,S,S,S,16,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X353,173,,,,,,,,,58,36,33,46,S,10,127,31,S,S,S,23,41,S,17,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X360,122,25,19,25,20,33,,,,,,,,,S,115,S,S,S,,29,32,S,9,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
10X363,502,,,,,,139,172,191,,,,,S,T,428,46,S,T,,119,168,T,69,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
10X368,365,,,,,,84,57,57,39,42,45,41,S,8,310,28,S,13,,72,68,S,37,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
10X374,268,,,,,,,,,82,70,60,56,S,T,175,72,S,T,S,53,34,S,20,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X382,157,30,31,32,30,34,,,,,,,,S,S,127,28,S,,,33,62,10,42,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,,,S,S,S,S
10X386,226,44,55,44,44,39,,,,,,,,,S,199,22,,S,,28,71,S,44,S,S,S,S,S,S,,,,,,,,,,S,S,,S,,S,S,S,S
10X390,283,,,,,,86,100,97,,,,,S,S,240,35,,S,,58,84,T,68,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
10X391,242,,,,,,82,75,85,,,,,S,S,190,48,S,S,,58,75,T,39,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
10X396,123,23,T,22,23,T,,,,,,,,S,S,95,19,S,S,,50,21,S,15,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
10X397,145,,,,,,,,,61,35,26,23,S,S,99,38,,S,,S,111,S,44,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
10X433,94,,,,,,,,,39,31,14,10,S,S,72,17,,S,S,26,24,S,10,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
10X434,115,,,,,,,,,54,33,S,S,S,S,85,24,S,S,S,17,10,S,9,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X437,171,,,,,,,,,62,45,42,22,S,T,104,55,S,S,S,33,7,S,10,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X438,62,,,,,,,,,40,12,S,S,S,S,43,15,S,S,S,19,6,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X439,153,,,,,,,,,87,48,S,S,S,S,104,38,S,T,S,43,29,9,12,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X440,71,,,,,,,,,30,27,S,S,S,S,41,22,S,S,S,15,S,S,8,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X442,279,,,,,,,,,84,71,71,53,S,S,180,86,S,S,,60,T,S,22,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
10X445,662,,,,,,,,,216,175,138,133,S,318,54,S,29,240,S,21,,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,,S,S
10X447,175,,,,,,77,71,27,,,,,S,S,154,15,S,S,,35,52,S,28,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
10X477,46,,,,,,,,,28,9,S,S,S,S,30,7,S,S,S,S,21,S,7,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X524,100,,,,,,,,,47,S,30,S,S,S,93,S,S,S,,S,97,6,19,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
10X546,102,,,,,,,,,33,33,29,7,S,S,66,30,S,S,S,33,7,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
10X549,88,,,,,,,,,31,10,41,6,S,S,70,13,,S,,30,17,S,11,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
10X565,81,,,,,,,,,25,20,14,22,S,S,61,14,S,S,,34,12,S,8,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
10X696,172,,,,,,,,,55,42,34,41,S,35,19,S,11,98,S,S,,,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,,,S
11X016,152,24,33,37,30,28,,,,,,,,11,9,73,53,S,S,,27,22,S,11,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X019,385,32,36,52,48,36,75,58,48,,,,,S,12,131,32,T,189,,54,23,S,13,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X021,268,31,50,70,52,65,,,,,,,,S,T,99,139,S,T,,64,26,12,33,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X041,281,45,53,45,66,72,,,,,,,,S,T,142,118,S,11,,75,50,S,13,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X068,300,58,52,60,62,68,,,,,,,,S,S,64,218,T,S,,86,T,T,16,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X076,397,76,82,72,74,93,,,,,,,,S,25,188,154,S,23,S,82,83,S,17,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
11X078,370,70,75,76,72,77,,,,,,,,S,T,97,247,S,T,,71,32,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X083,715,89,68,115,87,83,117,70,86,,,,,S,110,310,34,S,249,,133,131,7,41,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X087,197,34,25,50,47,41,,,,,,,,6,10,53,114,T,T,,37,13,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X089,638,69,65,69,70,74,107,82,102,,,,,S,84,353,110,S,85,S,98,125,15,31,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
11X096,405,77,75,92,71,90,,,,,,,,T,T,256,71,S,51,S,83,40,11,35,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
11X097,297,64,46,60,61,66,,,,,,,,S,72,108,76,S,34,,79,35,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X103,353,62,69,70,80,72,,,,,,,,7,9,191,136,S,10,S,98,52,9,26,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
11X105,457,77,111,84,100,85,,,,,,,,S,70,276,42,S,65,,97,138,T,52,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X106,552,100,102,111,127,112,,,,,,,,T,215,170,138,S,12,S,132,91,T,62,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
11X108,226,43,39,53,38,53,,,,,,,,S,38,95,13,S,76,S,39,18,,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,,S
11X111,196,35,35,39,43,44,,,,,,,,S,S,77,116,S,S,S,46,T,6,19,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
11X112,148,31,36,28,29,24,,,,,,,,S,S,80,65,,S,,28,13,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
11X121,330,56,52,70,62,90,,,,,,,,S,36,135,142,S,S,S,62,20,S,17,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
11X127,497,,,,,,191,172,134,,,,,6,212,192,70,S,15,S,77,98,8,62,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
11X144,211,,,,,,73,66,72,,,,,S,13,79,113,S,S,,54,29,S,13,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X153,273,43,40,75,53,62,,,,,,,,S,47,65,150,S,S,,38,T,S,11,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X160,166,39,30,22,32,43,,,,,,,,S,S,42,116,S,S,,39,S,S,11,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X169,122,25,21,25,33,18,,,,,,,,S,S,25,90,S,S,,27,7,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X175,156,17,T,28,T,19,21,12,T,,,,,,S,74,17,S,51,S,26,9,S,S,S,S,S,S,S,S,S,S,S,,,,,,,S,S,S,S,S,S,S,S,S
11X178,151,31,27,31,29,33,,,,,,,,S,S,49,94,S,S,,40,S,T,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X180,410,,,,,,153,119,138,,,,,S,15,97,284,S,6,,72,13,T,18,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X181,189,,,,,,78,60,51,,,,,S,20,48,108,S,7,S,31,S,S,6,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
11X189,81,14,19,13,18,17,,,,,,,,S,S,43,35,S,S,S,14,S,S,S,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
11X194,731,90,81,71,93,76,95,107,118,,,,,T,291,352,43,S,24,S,123,124,6,65,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
11X249,39,,,,,,,,,18,16,S,S,S,S,14,18,S,S,S,S,6,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X253,64,,,,,,,,,24,17,13,10,S,S,26,30,S,S,S,17,S,S,6,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X265,228,,,,,,,,,T,T,63,51,S,T,109,104,,T,,60,T,T,T,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
11X270,168,,,,,,,,,65,41,39,23,S,S,41,113,,S,S,27,S,S,10,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
11X275,135,,,,,,,,,56,34,16,29,S,9,60,53,S,6,S,32,14,S,8,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X287,182,,,,,,81,62,39,,,,,S,T,83,84,S,6,,34,40,8,20,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X288,89,,,,,,,,,46,30,S,S,S,11,41,26,,8,S,20,S,S,7,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
11X290,151,,,,,,,,,65,42,25,19,S,S,88,57,S,S,S,28,13,6,19,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X299,244,,,,,,,,,71,56,46,71,S,27,101,70,S,37,S,46,32,S,19,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X326,181,,,,,,71,57,53,,,,,S,S,118,40,S,16,,32,55,T,19,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X355,73,,,,,,35,23,15,,,,,S,S,24,45,,S,,16,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
11X357,181,41,42,51,22,25,,,,,,,,S,20,124,9,S,25,,34,39,S,20,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X370,183,,,,,,71,55,57,,,,,S,S,84,87,S,6,,52,26,6,14,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X418,89,,,,,,,,,36,27,16,10,S,S,52,23,S,9,S,22,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X455,438,,,,,,,,,124,110,99,105,S,19,178,220,S,13,S,97,27,7,40,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X462,52,,,,,,15,19,18,,,,,S,S,21,28,S,S,,15,S,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X468,253,,,,,,T,T,84,,,,,S,T,154,T,S,T,,T,44,T,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X481,194,41,T,33,T,T,,,,,,,,S,28,116,S,S,30,,30,52,S,T,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X483,144,30,24,30,33,27,,,,,,,,T,6,52,73,S,S,,28,9,S,12,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
11X498,114,8,16,9,17,12,17,17,18,,,,,S,7,64,14,S,25,,27,6,S,11,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X508,224,,,,,,,,,77,44,49,54,,S,121,76,,18,S,57,14,S,T,S,,,,,,,,,S,S,S,S,,,S,S,,S,S,S,S,S,S
11X509,278,,,,,,,,,60,67,95,56,S,25,171,25,S,51,S,T,234,T,44,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X513,112,,,,,,,,,34,20,30,28,S,S,80,17,S,8,,6,87,S,7,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
11X514,44,,,,,,,,,14,15,S,S,S,S,17,18,,S,S,10,S,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,S,S,S,S,S
11X529,167,,,,,,58,55,54,,,,,6,S,66,92,S,S,,38,S,S,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X532,185,,,,,,72,53,60,,,,,T,S,60,113,,S,,47,12,S,11,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
11X542,225,,,,,,,,,78,65,43,39,T,16,109,75,S,17,S,58,9,S,9,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X544,26,,,,,,,,,11,6,9,S,S,S,16,8,S,S,S,9,6,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
11X545,72,,,,,,,,,22,18,17,15,S,S,38,29,,S,,13,11,S,S,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
11X556,237,,,,,,104,72,61,,,,,S,18,159,37,S,19,,51,45,7,31,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
11X566,162,,,,,,56,52,54,,,,,S,S,60,86,,8,,41,8,S,7,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
11X567,242,49,46,49,48,50,,,,,,,,S,57,139,38,S,S,S,51,89,12,30,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
12X006,222,42,50,44,38,48,,,,,,,,,S,173,46,S,S,,62,31,17,31,S,S,S,S,S,S,,,,,,,,,,S,S,S,S,,S,S,S,S
12X044,118,16,27,T,27,T,,,,,,,,,S,84,S,,S,S,15,28,24,S,S,S,S,S,S,S,,,,,,,,,,S,S,,S,S,S,S,S,S
12X047,577,103,130,118,110,116,,,,,,,,T,71,371,103,S,T,S,116,173,T,27,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
12X057,177,25,41,31,46,34,,,,,,,,S,S,124,46,S,S,,56,27,S,16,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
12X061,111,17,22,19,27,26,,,,,,,,S,S,92,13,,S,,20,16,S,28,S,S,S,S,S,S,,,,,,,,S,S,S,S,,S,,S,S,S,S
12X066,145,21,31,24,38,31,,,,,,,,S,S,111,28,S,S,,28,46,22,15,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
12X067,131,9,33,24,21,44,,,,,,,,S,,93,36,S,S,S,34,17,10,6,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
12X098,54,,,,,,15,14,25,,,,,S,S,39,11,S,S,,14,31,6,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
12X129,75,,,,,,16,24,35,,,,,S,S,48,25,S,S,,25,13,S,S,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
12X134,126,20,24,19,26,37,,,,,,,,S,S,76,S,S,S,,26,24,S,9,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
12X150,335,47,76,61,66,85,,,,,,,,S,S,255,63,S,12,S,85,114,22,27,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
12X190,168,,,,,,61,60,47,,,,,S,S,114,47,S,S,,38,30,S,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
12X195,250,62,52,50,36,50,,,,,,,,S,S,211,31,S,S,S,43,105,S,32,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
12X196,312,55,69,45,66,77,,,,,,,,10,9,243,46,S,S,S,65,117,7,36,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,S,S,S,S,S
12X211,53,6,S,S,7,7,6,9,9,,,,,,S,41,9,S,S,,8,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,S,S,S,S,,S,S,S,S
12X214,380,34,34,53,60,67,34,50,48,,,,,S,S,275,90,S,S,S,77,71,22,35,S,S,S,S,S,S,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
12X217,101,,,,,,37,25,39,,,,,S,S,69,27,,S,,38,18,8,7,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
12X242,186,,,,,,57,22,36,12,20,25,14,S,S,150,23,S,S,,43,42,S,14,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,,S,S,S,S
12X248,112,,,,,,,,,37,31,29,15,,,72,S,,S,,31,22,T,S,S,,,,,,,,,S,S,S,S,,,S,S,,S,,S,S,S,S
12X251,129,,,,,,,,,41,38,29,21,S,S,88,38,,S,,45,22,12,7,S,,,,,,,,,S,S,S,S,S,S,S,S,,S,,S,S,S,S
12X267,200,,,,,,37,16,31,36,36,21,23,S,S,154,35,S,S,S,43,28,7,12,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
12X271,189,,,,,,25,25,39,32,28,18,22,S,S,135,40,S,S,S,59,33,8,15,S,,,,,,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
12X273,78,,,,,,27,31,20,,,,,S,S,55,19,,S,,17,9,S,8,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
12X286,131,,,,,,53,41,37,,,,,S,S,94,29,S,S,S,43,31,10,12,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,S,S,S,S,S
12X300,247,40,46,48,58,55,,,,,,,,S,S,152,89,S,S,,69,44,22,18,S,S,S,S,S,S,,,,,,,,S,S,S,S,S,S,,S,S,S,S
12X314,126,33,22,28,T,T,,,,,,,,,,76,S,,S,,41,18,S,10,S,S,S,S,S,S,,,,,,,,,,S,S,,S,,S,S,S,S
12X316,153,,,,,,59,43,51,,,,,S,S,103,41,,S,,41,13,T,13,S,,,,,,S,S,S,,,,,S,S,S,S,,S,,S,S,S,S
12X318,98,,,,,,19,36,43,,,,,S,S,71,25,,,,22,17,8,T,S,,,,,,S,S,S,,,,,S,S,S,S,,,,S,S,S,S
12X341,216,,,,,,73,71,72,,,,,S,S,165,39,S,T,,68,66,T,T,S,,,,,,S,S,S,,,,,S,S,S,S,S,S,,S,S,S,S
12X383,219,,,,,,84,77,58,,,,,T,15,138,52,,T,S,45,36,7,22,S,,,,,,S,S,S,,,,,S,S,S,S,,S,S,S,S,S,S
12X388,144,,,,,,,,,58,16,58,12,,,144,S,,,,S,141,10,38,S,,,,,,,,,S,S,S,S,,,S,S,,,,S,S,S,S
